"seqname","location","trap","sizeclass","label","bodypart","nparts","plate_contents"
"RNMB_Foping_BS_P3_tag26_A6","Foping","L/N",1,"FP_L/N1-2","leg",25,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_B6","Foping","L/N",1,"FP_L/N1-3","leg",25,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_C6","Foping","L/N",1,"FP_L/N1-4","leg",14,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_D6","Foping","L/N",3,"FP_L/N3-1","head",39,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_E6","Foping","L/N",3,"FP_L/N3-2","leg",35,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_F6","Foping","L/N",4,"FP_L/N4-1","head",26,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_G6","Foping","L/N",4,"FP_L/N4-2_1","head",31,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_H6","Foping","L/N",4,"FP_L/N4-2_2","head",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_A7","Foping","L/N",4,"FP_L/N4-2_3","head",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_B7","Foping","L/N",4,"FP_L/N4-2_4","head",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_C7","Foping","Pit",1,"FP_Pit-1-3","leg",7,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_D7","Foping","Pit",4,"FP_Pit-4-2_1","head and thorax",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_E7","Foping","Pit",4,"FP_Pit-4-2_2","head and thorax",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_F7","Foping","Pit",4,"FP_Pit-4-2_3","head and thorax",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_G7","Foping","Pit",4,"FP_Pit-4-2_4","head and thorax",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_H7","Foping","Pit",4,"FP_Pit-4-1_2","head and thorax",44,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_A8","Foping","Pit",3,"FP_Pit-3-2_1","leg",82,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_B8","Foping","Pit",3,"FP_Pit-3-2_2","head",29,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_C8","Foping","MT",4,"FP_MT-4-1_5","head",11,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_D8","Foping","MT",4,"FP_MT-4-2_4","head and thorax",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_E8","Foping","MT",4,"FP_MT-4-2_3","head and thorax",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_F8","Foping","MT",4,"FP_MT-4-2_2","head and thorax",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_G8","Foping","MT",4,"FP_MT-4-2_1","head and thorax",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_H8","Foping","MT",4,"FP_MT-4-1_2","head",11,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_A9","Foping","MT",3,"FP_MT3-1","head",21,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_B9","Foping","FIT",3,"FP_FIT3-2_5","leg",150,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_C9","Foping","FIT",3,"FP_FIT3-2_4","leg",150,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_D9","Foping","FIT",3,"FP_FIT3-2_3","leg",150,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_E9","Foping","FIT",3,"FP_FIT3-2_2","leg",150,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_F9","Foping","FIT",3,"FP_FIT3-2_1","leg",150,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_G9","Foping","FIT",4,"FP_FIT4-2_22","head and thorax",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_H9","Foping","FIT",4,"FP_FIT4-2_21","head and thorax",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_A10","Foping","L/N",4,"FP_L/N4-1_1","leg",25,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_B10","Meicity","FIT",5,"HPS_FIT5_2_3","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_C10","Meicity","FIT",5,"HPS_FIT5_2_4","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_D10","Meicity","FIT",5,"HPS_FIT5_2_5","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_E10","Meicity","FIT",5,"HPS_FIT5_2_6","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_F10","Meicity","FIT",5,"HPS_FIT5_2_7","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_G10","Meicity","FIT",5,"HPS_FIT5_2_8","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_H10","Meicity","FIT",5,"HPS_FIT5_2_9","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_A11","Meicity","FIT",5,"HPS_FIT5_2_10","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_B11","Meicity","FIT",5,"HPS_FIT5_2_11","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_C11","Meicity","FIT",5,"HPS_FIT5_1_9","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_D11","Meicity","FIT",5,"HPS_FIT5_2_12","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_E11","Meicity","FIT",5,"HPS_FIT5_2_13","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_F11","Meicity","FIT",5,"HPS_FIT5_2_14","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_G11","Meicity","FIT",5,"HPS_FIT5_2_15","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_H11","Meicity","FIT",5,"HPS_FIT5_2_16","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_A12","Meicity","FIT",5,"HPS_FIT5_3_1","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_B12","Meicity","FIT",5,"HPS_FIT5_3_2","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_C12","Meicity","FIT",5,"HPS_FIT5_3_3","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_D12","Meicity","FIT",5,"HPS_FIT5_3_4","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_E12","Meicity","FIT",5,"HPS_FIT5_3_5","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_F12","Meicity","FIT",5,"HPS_FIT5_3_6","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_G12","Meicity","FIT",5,"HPS_FIT5_3_7","whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_H12","Meicity","FIT",5,"HPS_FIT5_3_8","whole body",50,"Foping samples only"
"RNMB_meicity_BS_P1_tag41_A1","Meicity","FIT",1,"HPS_FIT1_1","leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B1","Meicity","FIT",1,"HPS_FIT1_2","leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C1","Meicity","FIT",1,"HPS_FIT1_3","leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D1","Meicity","FIT",1,"HPS_FIT1_4","leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E1","Meicity","FIT",1,"HPS_FIT1_5","leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F1","Meicity","FIT",1,"HPS_FIT1_6","leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G1","Meicity","FIT",1,"HPS_FIT1_7","leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H1","Meicity","FIT",2,"HPS_FIT2_1_1","leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A2","Meicity","FIT",2,"HPS_FIT2_1_2","leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B2","Meicity","FIT",2,"HPS_FIT2_1_3","leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C2","Meicity","FIT",2,"HPS_FIT2_1_4","leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D2","Meicity","FIT",2,"HPS_FIT2_1_5","leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E2","Meicity","FIT",3,"HPS_FIT3_1_1","leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F2","Meicity","FIT",3,"HPS_FIT3_1_2","leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G2","Meicity","FIT",3,"HPS_FIT3_1_3","leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H2","Meicity","FIT",3,"HPS_FIT3_1_4","leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A3","Meicity","FIT",3,"HPS_FIT3_2_1","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B3","Meicity","FIT",3,"HPS_FIT3_2_2","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C3","Meicity","FIT",3,"HPS_FIT3_2_3","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D3","Meicity","FIT",4,"HPS_FIT4_2_1","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E3","Meicity","FIT",4,"HPS_FIT4_2_2","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F3","Meicity","FIT",4,"HPS_FIT4_2_3","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G3","Meicity","FIT",4,"HPS_FIT4_2_4","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H3","Meicity","FIT",4,"HPS_FIT4_2_5","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A4","Meicity","FIT",4,"HPS_FIT4_2_6","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B4","Meicity","FIT",4,"HPS_FIT4_2_7","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C4","Meicity","FIT",4,"HPS_FIT4_2_8","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D4","Meicity","FIT",4,"HPS_FIT4_2_9","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E4","Meicity","FIT",4,"HPS_FIT4_2_10","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F4","Meicity","FIT",4,"HPS_FIT4_3_1","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G4","Meicity","FIT",4,"HPS_FIT4_3_2","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H4","Meicity","FIT",4,"HPS_FIT4_3_3","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A5","Meicity","FIT",4,"HPS_FIT4_3_4","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B5","Meicity","FIT",4,"HPS_FIT4_3_5","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C5","Meicity","FIT",4,"HPS_FIT4_3_6","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D5","Meicity","FIT",4,"HPS_FIT4_3_7","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E5","Meicity","FIT",4,"HPS_FIT4_3_8","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F5","Meicity","FIT",4,"HPS_FIT4_3_9","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G5","Meicity","FIT",4,"HPS_FIT4_3_10","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H5","Meicity","FIT",4,"HPS_FIT4_3_11","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A6","Meicity","FIT",4,"HPS_FIT4_3_12","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B6","Meicity","FIT",4,"HPS_FIT4_3_13","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C6","Meicity","FIT",4,"HPS_FIT4_3_14","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D6","Meicity","FIT",4,"HPS_FIT4_3_15","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E6","Meicity","FIT",4,"HPS_FIT4_3_16","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F6","Meicity","FIT",4,"HPS_FIT4_3_17","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G6","Meicity","FIT",4,"HPS_FIT4_3_18","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H6","Meicity","FIT",4,"HPS_FIT4_3_19","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A7","Meicity","FIT",4,"HPS_FIT4_3_20","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B7","Meicity","FIT",4,"HPS_FIT4_3_21","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C7","Meicity","FIT",4,"HPS_FIT4_3_22","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D7","Meicity","FIT",4,"HPS_FIT4_3_23","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E7","Meicity","FIT",4,"HPS_FIT4_3_24","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F7","Meicity","FIT",4,"HPS_FIT4_3_25","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G7","Meicity","FIT",4,"HPS_FIT4_3_26","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H7","Meicity","FIT",4,"HPS_FIT4_3_27","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A8","Meicity","FIT",4,"HPS_FIT4_3_28","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B8","Meicity","FIT",4,"HPS_FIT4_3_29","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C8","Meicity","FIT",4,"HPS_FIT4_3_30","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D8","Meicity","FIT",4,"HPS_FIT4_3_31","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E8","Meicity","FIT",4,"HPS_FIT4_3_32","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F8","Meicity","FIT",4,"HPS_FIT4_3_33","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G8","Meicity","FIT",4,"HPS_FIT4_3_34","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H8","Meicity","FIT",4,"HPS_FIT4_3_35","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A9","Meicity","FIT",4,"HPS_FIT4_3_36","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B9","Meicity","FIT",4,"HPS_FIT4_3_37","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C9","Meicity","FIT",4,"HPS_FIT4_3_38","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D9","Meicity","FIT",4,"HPS_FIT4_3_39","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E9","Meicity","FIT",4,"HPS_FIT4_3_40","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F9","Meicity","FIT",4,"HPS_FIT4_3_41","head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G9","Meicity","L/N",1,"HPS_L/N1-1","leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H9","Meicity","L/N",1,"HPS_L/N1-2","leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A10","Meicity","L/N",1,"HPS_L/N1-3","leg",15,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B10","Meicity","L/N",2,"HPS_L/N2-1","leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C10","Meicity","L/N",2,"HPS_L/N2-2","leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D10","Meicity","L/N",2,"HPS_L/N2-3","leg",30,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E10","Meicity","L/N",3,"HPS_L/N3-1","leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F10","Meicity","L/N",3,"HPS_L/N3-2","leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G10","Meicity","L/N",3,"HPS_L/N3-3","leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H10","Meicity","L/N",4,"HPS_L/N4-1_1","head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A11","Meicity","L/N",4,"HPS_L/N4-2_2","head and thorax",32,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B11","Meicity","L/N",4,"HPS_L/N4-2_1","head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C11","Meicity","L/N",4,"HPS_L/N4-2_2","head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D11","Meicity","L/N",4,"HPS_L/N4-2_3","head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E11","Meicity","L/N",4,"HPS_L/N4-2_4","head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F11","Meicity","L/N",4,"HPS_L/N4-2_5","head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G11","Meicity","L/N",4,"HPS_L/N4-2_6","head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H11","Meicity","L/N",4,"HPS_L/N4-2_7","head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A12","Meicity","L/N",4,"HPS_L/N4-2_8","head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B12","Meicity","L/N",4,"HPS_L/N4-2_9","head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C12","Meicity","MT",2,"MT2-1","leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D12","Meicity","MT",3,"MT3-1","leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E12","Meicity","MT",4,"MT4-1_1","head ",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F12","Meicity","MT",4,"MT4-1_2","head ",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G12","Meicity","MT",4,"MT4-2_1","head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H12","Meicity","MT",4,"MT4-2_2","head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A1","Meicity","FIT",5,"HPS_FIT5_3_9","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B1","Meicity","FIT",5,"HPS_FIT5_3_10","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C1","Meicity","FIT",5,"HPS_FIT5_3_11","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D1","Meicity","FIT",5,"HPS_FIT5_3_12","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E1","Meicity","FIT",5,"HPS_FIT5_3_13","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F1","Meicity","FIT",5,"HPS_FIT5_3_14","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G1","Meicity","FIT",5,"HPS_FIT5_3_15","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H1","Meicity","FIT",5,"HPS_FIT5_3_16","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A2","Meicity","FIT",5,"HPS_FIT5_3_17","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B2","Meicity","FIT",5,"HPS_FIT5_3_18","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C2","Meicity","FIT",5,"HPS_FIT5_3_19","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D2","Meicity","FIT",5,"HPS_FIT5_3_20","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E2","Meicity","FIT",5,"HPS_FIT5_3_21","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F2","Meicity","FIT",5,"HPS_FIT5_3_22","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G2","Meicity","FIT",6,"HPS_FIT6-1","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H2","Meicity","FIT",6,"HPS_FIT6-2","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A3","Meicity","FIT",6,"HPS_FIT6-3","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B3","Meicity","FIT",6,"HPS_FIT6-4","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C3","Meicity","FIT",6,"HPS_FIT6-5","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D3","Meicity","FIT",6,"HPS_FIT6-6","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E3","Meicity","FIT",6,"HPS_FIT6-7","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F3","Meicity","FIT",6,"HPS_FIT6-8","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G3","Meicity","FIT",6,"HPS_FIT6-9","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H3","Meicity","FIT",6,"HPS_FIT6-10","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A4","Meicity","FIT",6,"HPS_FIT6-11","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B4","Meicity","FIT",6,"HPS_FIT6-12","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C4","Meicity","FIT",6,"HPS_FIT6-13","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D4","Meicity","FIT",6,"HPS_FIT6-14","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E4","Meicity","FIT",6,"HPS_FIT6-15","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F4","Meicity","FIT",7,"HPS_FIT7-1","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G4","Meicity","FIT",7,"HPS_FIT7-2","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H4","Meicity","FIT",7,"HPS_FIT7-3","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A5","Meicity","FIT",7,"HPS_FIT7-4","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B5","Meicity","FIT",7,"HPS_FIT7-5","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C5","Meicity","FIT",7,"HPS_FIT7-6","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D5","Meicity","FIT",7,"HPS_FIT7-7","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E5","Meicity","FIT",7,"HPS_FIT7-8","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F5","Meicity","FIT",7,"HPS_FIT7-9","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G5","Meicity","L/N",5,"HPS_L/N5-1_1","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H5","Meicity","L/N",5,"HPS_L/N5-1_2","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A6","Meicity","L/N",5,"HPS_L/N5-1_3","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B6","Meicity","L/N",5,"HPS_L/N5-1_4","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C6","Meicity","L/N",5,"HPS_L/N5-1_5","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D6","Meicity","L/N",5,"HPS_L/N5-1_6","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E6","Meicity","L/N",5,"HPS_L/N5-1_7","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F6","Meicity","L/N",5,"HPS_L/N5-1_8","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G6","Meicity","L/N",5,"HPS_L/N5-1_9","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H6","Meicity","L/N",5,"HPS_L/N5-1_10","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A7","Meicity","L/N",5,"HPS_L/N5-1_11","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B7","Meicity","L/N",5,"HPS_L/N5-1_12","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C7","Meicity","L/N",5,"HPS_L/N5-2_1","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D7","Meicity","L/N",5,"HPS_L/N5-2_2","whole body",29,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E7","Meicity","L/N",6,"HPS_L/N6-1","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F7","Meicity","L/N",6,"HPS_L/N6-2","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G7","Meicity","L/N",6,"HPS_L/N6-3","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H7","Meicity","L/N",6,"HPS_L/N6-4","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A8","Meicity","L/N",6,"HPS_L/N6-5","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B8","Meicity","L/N",6,"HPS_L/N6-6","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C8","Meicity","L/N",6,"HPS_L/N6-7","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D8","Meicity","L/N",7,"HPS_L/N7-1","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E8","Meicity","L/N",7,"HPS_L/N7-2","whole body",19,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F8","Meicity","MT",5,"HPS_MT5-1_1","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G8","Meicity","MT",5,"HPS_MT5-1_2","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H8","Meicity","MT",5,"HPS_MT5-1_3","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A9","Meicity","MT",5,"HPS_MT5-1_4","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B9","Meicity","MT",5,"HPS_MT5-1_5","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C9","Meicity","MT",5,"HPS_MT5-1_6","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D9","Meicity","MT",5,"HPS_MT5-1_7","whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E9","Meicity","MT",5,"HPS_MT5-2_1","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F9","Meicity","MT",5,"HPS_MT5-2_2","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G9","Meicity","MT",5,"HPS_MT5-2_3","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H9","Meicity","MT",5,"HPS_MT5-2_4","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A10","Meicity","MT",5,"HPS_MT5-2_5","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B10","Meicity","MT",5,"HPS_MT5-2_6","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C10","Meicity","MT",5,"HPS_MT5-2_7","whole body",50,"meicity samples only"
