name,freq,length,stop_codon,chime
uniq8518,1,418,0,False
uniq8519,1,411,1,False
uniq8520,1,418,0,False
uniq8521,1,418,0,False
uniq8522,1,418,0,False
uniq8523,1,418,0,False
uniq8524,1,419,2,False
uniq8525,1,418,0,False
uniq8526,1,418,0,False
uniq8527,1,418,1,False
uniq8528,1,418,0,False
uniq8529,1,418,0,False
uniq8530,1,418,0,False
uniq8531,1,418,0,False
uniq8532,1,418,0,False
uniq8533,1,387,0,False
uniq8534,1,418,0,False
uniq8535,1,418,0,False
uniq8536,1,417,0,False
uniq8537,1,418,0,False
uniq8538,1,418,1,False
uniq8539,1,418,0,False
uniq8540,1,418,0,False
uniq8541,1,418,0,False
uniq8542,1,418,0,False
uniq8543,1,418,0,False
uniq8544,1,418,0,False
uniq8545,1,418,1,False
uniq8546,1,417,1,False
uniq8547,1,418,0,False
uniq8548,1,418,0,False
uniq8549,1,418,0,False
uniq8550,1,418,0,False
uniq8551,1,418,0,False
uniq8552,1,387,0,False
uniq8553,1,417,2,False
uniq8554,1,418,0,True
uniq8555,1,418,0,False
uniq8556,1,406,1,False
uniq8557,1,418,1,False
uniq8558,1,418,0,False
uniq8559,1,418,0,False
uniq8560,1,418,0,False
uniq8561,1,418,1,False
uniq8562,1,418,0,False
uniq8563,1,418,0,False
uniq8564,1,418,0,False
uniq8565,1,418,0,False
uniq8566,1,418,0,False
uniq8567,1,418,0,False
uniq8568,1,417,0,False
uniq8569,1,416,0,False
uniq8570,1,418,0,False
uniq8571,1,417,0,False
uniq8572,1,418,0,False
uniq8573,1,418,1,False
uniq8574,1,418,0,False
uniq8575,1,418,0,False
uniq8576,1,418,0,False
uniq8577,1,418,0,False
uniq8578,1,418,0,False
uniq8579,1,418,0,False
uniq8580,1,418,0,False
uniq8581,1,418,0,False
uniq8582,1,418,0,False
uniq8583,1,418,0,False
uniq8584,1,418,0,False
uniq8585,1,418,0,False
uniq8586,1,418,0,False
uniq8587,1,418,0,False
uniq8588,1,418,0,False
uniq8589,1,418,0,False
uniq8590,1,418,0,False
uniq8591,1,418,0,False
uniq8592,1,418,1,False
uniq8593,1,224,0,False
uniq8594,1,418,0,False
uniq8595,1,418,0,False
uniq8596,1,418,0,False
uniq8597,1,418,0,False
uniq8598,1,415,0,False
uniq8599,1,418,0,False
uniq8600,1,418,0,False
uniq8601,1,387,0,False
uniq8602,1,418,1,False
uniq8603,1,418,0,False
uniq8604,1,418,0,False
uniq8605,1,418,0,False
uniq8606,1,418,0,False
uniq8607,1,418,0,False
uniq8608,1,418,0,False
uniq8609,1,418,0,False
uniq8610,1,418,0,False
uniq8611,1,418,0,False
uniq8612,1,418,0,False
uniq8613,1,418,0,False
uniq8614,1,418,0,False
uniq8615,1,418,0,False
uniq8616,1,418,0,False
uniq8617,1,418,0,False
uniq8618,1,418,0,False
uniq8619,1,418,0,False
uniq8620,1,417,2,False
uniq8621,1,417,0,False
uniq8622,1,327,1,False
uniq8623,1,418,0,False
uniq8624,1,366,3,False
uniq8625,1,417,2,False
uniq8626,1,418,0,False
uniq8627,1,418,0,False
uniq8628,1,418,0,False
uniq8629,1,418,0,False
uniq8630,1,230,0,False
uniq8631,1,418,0,False
uniq8632,1,364,0,False
uniq8633,1,418,1,False
uniq8634,1,418,0,False
uniq8635,1,413,4,False
uniq8636,1,418,0,False
uniq8637,1,418,0,False
uniq8638,1,418,0,False
uniq8639,1,418,0,False
uniq8640,1,418,0,False
uniq8641,1,418,0,False
uniq8642,1,418,0,False
uniq8643,1,418,1,False
uniq8644,1,418,0,False
uniq8645,1,419,3,False
uniq8646,1,418,0,False
uniq8647,1,418,0,False
uniq8648,1,418,0,False
uniq8649,1,393,2,False
uniq8650,1,418,0,False
uniq8651,1,418,0,False
uniq8652,1,418,0,False
uniq8653,1,418,0,False
uniq8654,1,418,1,False
uniq8655,1,418,0,False
uniq8656,1,418,0,False
uniq8657,1,418,0,False
uniq8658,1,418,0,False
uniq8659,1,417,0,False
uniq8660,1,418,0,False
uniq8661,1,418,0,False
uniq8662,1,418,0,False
uniq8663,1,418,0,False
uniq8664,1,418,0,False
uniq8665,1,418,0,False
uniq8666,1,418,0,False
uniq8667,1,418,0,False
uniq8668,1,418,0,False
uniq8669,1,418,1,False
uniq8670,1,418,0,False
uniq8671,1,418,0,False
uniq8672,1,418,1,False
uniq8673,1,418,0,False
uniq8674,1,418,0,False
uniq8675,1,418,0,False
uniq8676,1,418,0,False
uniq8677,1,418,0,False
uniq8678,1,418,0,False
uniq8679,1,418,0,False
uniq8680,1,418,0,False
uniq8681,1,119,0,False
uniq8682,1,418,0,False
uniq8683,1,416,0,False
uniq8684,1,418,1,False
uniq8685,1,418,0,False
uniq8686,1,418,0,False
uniq8687,1,418,0,False
uniq8688,1,418,0,False
uniq8689,1,418,0,False
uniq8690,1,418,0,False
uniq8691,1,418,0,False
uniq8692,1,418,0,False
uniq8693,1,418,0,False
uniq8694,1,418,0,False
uniq8695,1,418,0,False
uniq8696,1,408,5,False
uniq8697,1,418,0,False
uniq8698,1,418,0,False
uniq8699,1,418,0,False
uniq8700,1,418,0,False
uniq8701,1,418,0,False
uniq8702,1,418,0,False
uniq8703,1,418,0,False
uniq8704,1,413,0,False
uniq8705,1,418,0,False
uniq8706,1,418,0,False
uniq8707,1,418,0,False
uniq8708,1,418,0,False
uniq8709,1,418,0,False
uniq8710,1,418,0,False
uniq8711,1,418,0,False
uniq8712,1,418,0,False
uniq8713,1,418,0,False
uniq8714,1,418,0,False
uniq8715,1,330,2,False
uniq8716,1,418,0,False
uniq8717,1,418,0,False
uniq8718,1,418,0,False
uniq8719,1,418,0,False
uniq8720,1,418,0,False
uniq8721,1,418,0,False
uniq8722,1,418,0,False
uniq8723,1,418,0,False
uniq8724,1,418,0,False
uniq8725,1,418,0,False
uniq8726,1,418,0,False
uniq8727,1,418,0,False
uniq8728,1,418,0,False
uniq8729,1,390,2,False
uniq8730,1,409,0,False
uniq8731,1,432,0,False
uniq8732,1,418,0,False
uniq8733,1,418,0,False
uniq8734,1,418,0,False
uniq8735,1,418,0,False
uniq8736,1,418,0,False
uniq8737,1,418,0,False
uniq8738,1,418,0,False
uniq8739,1,418,0,False
uniq8740,1,418,0,False
uniq8741,1,418,0,False
uniq8742,1,418,0,False
uniq8743,1,411,1,False
uniq8744,1,418,0,False
uniq8745,1,419,2,False
uniq8746,1,418,0,False
uniq8747,1,418,0,False
uniq8748,1,418,0,False
uniq8749,1,418,0,False
uniq8750,1,418,1,False
uniq8751,1,418,0,False
uniq8752,1,417,0,False
uniq8753,1,418,0,False
uniq8754,1,418,0,False
uniq8755,1,418,1,False
uniq8756,1,418,0,False
uniq8757,1,418,1,False
uniq8758,1,418,0,False
uniq8759,1,418,0,False
uniq8760,1,418,0,False
uniq8761,1,418,0,False
uniq8762,1,418,0,False
uniq8763,1,418,0,False
uniq8764,1,418,0,False
uniq8765,1,418,0,False
uniq8766,1,417,0,False
uniq8767,1,418,0,False
uniq8768,1,418,0,False
uniq8769,1,418,0,False
uniq8770,1,418,0,False
uniq8771,1,418,0,False
uniq8772,1,418,0,False
uniq8773,1,418,0,False
uniq8774,1,418,0,False
uniq8775,1,418,0,False
uniq8776,1,418,0,False
uniq8777,1,418,0,False
uniq8778,1,418,0,False
uniq8779,1,415,0,False
uniq8780,1,418,0,False
uniq8781,1,418,0,False
uniq8782,1,393,2,False
uniq8783,1,418,0,False
uniq8784,1,418,0,False
uniq8785,1,418,0,False
uniq8786,1,418,0,False
uniq8787,1,418,0,False
uniq8788,1,418,0,False
uniq8789,1,418,0,False
uniq8790,1,418,0,False
uniq8791,1,418,1,False
uniq8792,1,418,0,False
uniq8793,1,418,0,False
uniq8794,1,418,0,False
uniq8795,1,418,0,False
uniq8796,1,418,0,False
uniq8797,1,418,0,False
uniq8798,1,418,1,False
uniq8799,1,418,0,False
uniq8800,1,413,3,False
uniq8801,1,418,0,False
uniq8802,1,418,0,False
uniq8803,1,418,0,False
uniq8804,1,419,0,False
uniq8805,1,418,0,False
uniq8806,1,418,0,False
uniq8807,1,418,0,False
uniq8808,1,418,0,False
uniq8809,1,418,0,False
uniq8810,1,417,0,False
uniq8811,1,418,0,False
uniq8812,1,418,0,False
uniq8813,1,418,0,False
uniq8814,1,397,1,False
uniq8815,1,418,0,False
uniq8816,1,418,0,False
uniq8817,1,418,0,False
uniq8818,1,424,0,False
uniq8819,1,418,0,False
uniq8820,1,418,0,False
uniq8821,1,418,0,False
uniq8822,1,418,0,False
uniq8823,1,418,0,False
uniq8824,1,417,0,False
uniq8825,1,417,0,False
uniq8826,1,418,0,False
uniq8827,1,418,0,False
uniq8828,1,411,1,False
uniq8829,1,418,0,False
uniq8830,1,418,0,False
uniq8831,1,418,0,False
uniq8832,1,418,0,False
uniq8833,1,393,2,False
uniq8834,1,418,0,False
uniq8835,1,418,1,False
uniq8836,1,418,0,False
uniq8837,1,418,0,False
uniq8838,1,393,3,False
uniq8839,1,418,0,False
uniq8840,1,418,0,False
uniq8841,1,412,0,False
uniq8842,1,418,0,False
uniq8843,1,418,0,False
uniq8844,1,418,1,False
uniq8845,1,73,0,False
uniq8846,1,418,0,False
uniq8847,1,418,0,False
uniq8848,1,418,0,False
uniq8849,1,418,0,False
uniq8850,1,418,0,False
uniq8851,1,418,0,False
uniq8852,1,418,0,False
uniq8853,1,418,0,False
uniq8854,1,418,0,False
uniq8855,1,418,0,False
uniq8856,1,418,0,True
uniq8857,1,418,0,False
uniq8858,1,418,0,False
uniq8859,1,418,0,False
uniq8860,1,418,0,False
uniq8861,1,121,0,False
uniq8862,1,418,0,False
uniq8863,1,415,0,False
uniq8864,1,418,0,False
uniq8865,1,418,0,False
uniq8866,1,418,0,False
uniq8867,1,417,4,False
uniq8868,1,387,1,False
uniq8869,1,418,0,False
uniq8870,1,418,0,False
uniq8871,1,418,0,False
uniq8872,1,417,1,False
uniq8873,1,415,0,False
uniq8874,1,418,0,False
uniq8875,1,418,0,False
uniq8876,1,411,1,False
uniq8877,1,418,0,False
uniq8878,1,418,0,False
uniq8879,1,418,0,False
uniq8880,1,418,0,False
uniq8881,1,418,0,False
uniq8882,1,418,0,False
uniq8883,1,418,0,False
uniq8884,1,418,0,False
uniq8885,1,418,0,False
uniq8886,1,417,0,False
uniq8887,1,418,0,False
uniq8888,1,417,0,False
uniq8889,1,418,0,False
uniq8890,1,418,1,False
uniq8891,1,418,0,False
uniq8892,1,418,0,False
uniq8893,1,418,0,False
uniq8894,1,418,0,False
uniq8895,1,418,0,False
uniq8896,1,418,1,False
uniq8897,1,418,0,False
uniq8898,1,418,0,False
uniq8899,1,418,1,False
uniq8900,1,418,0,False
uniq8901,1,418,0,False
uniq8902,1,418,0,False
uniq8903,1,418,0,False
uniq8904,1,418,0,False
uniq8905,1,418,0,False
uniq8906,1,418,0,False
uniq8907,1,418,0,False
uniq8908,1,418,0,False
uniq8909,1,418,0,False
uniq8910,1,418,0,False
uniq8911,1,420,1,False
uniq8912,1,418,0,False
uniq8913,1,418,0,False
uniq8914,1,418,0,False
uniq8915,1,418,0,False
uniq8916,1,430,0,False
uniq8917,1,418,0,False
uniq8918,1,418,0,False
uniq8919,1,418,0,False
uniq8920,1,418,0,False
uniq8921,1,393,2,False
uniq8922,1,413,0,False
uniq8923,1,417,1,False
uniq8924,1,418,0,False
uniq8925,1,418,0,False
uniq8926,1,418,0,False
uniq8927,1,418,0,False
uniq8928,1,418,0,False
uniq8929,1,418,0,False
uniq8930,1,418,0,False
uniq8931,1,418,0,False
uniq8932,1,418,0,False
uniq8933,1,418,0,False
uniq8934,1,418,0,False
uniq8935,1,418,0,False
uniq8936,1,418,0,False
uniq8937,1,418,0,False
uniq8938,1,418,0,False
uniq8939,1,417,1,False
uniq8940,1,418,0,False
uniq8941,1,418,0,False
uniq8942,1,415,0,False
uniq8943,1,418,0,False
uniq8944,1,418,0,False
uniq8945,1,418,0,False
uniq8946,1,418,0,False
uniq8947,1,418,0,False
uniq8948,1,418,0,False
uniq8949,1,418,0,False
uniq8950,1,418,1,False
uniq8951,1,418,0,False
uniq8952,1,418,0,False
uniq8953,1,418,0,False
uniq8954,1,418,0,False
uniq8955,1,418,0,False
uniq8956,1,418,0,False
uniq8957,1,403,0,False
uniq8958,1,418,0,False
uniq8959,1,418,0,False
uniq8960,1,418,0,False
uniq8961,1,418,0,False
uniq8962,1,418,0,False
uniq8963,1,418,1,False
uniq8964,1,418,0,False
uniq8965,1,418,0,False
uniq8966,1,418,0,False
uniq8967,1,418,0,False
uniq8968,1,418,1,False
uniq8969,1,387,0,False
uniq8970,1,393,2,False
uniq8971,1,410,4,False
uniq8972,1,418,0,False
uniq8973,1,418,0,False
uniq8974,1,418,0,False
uniq8975,1,418,0,False
uniq8976,1,418,0,False
uniq8977,1,420,1,False
uniq8978,1,418,0,False
uniq8979,1,419,2,False
uniq8980,1,418,0,False
uniq8981,1,418,0,False
uniq8982,1,418,1,False
uniq8983,1,418,0,False
uniq8984,1,418,0,False
uniq8985,1,418,0,False
uniq8986,1,418,0,False
uniq8987,1,418,0,False
uniq8988,1,419,2,False
uniq8989,1,418,0,False
uniq8990,1,418,0,False
uniq8991,1,418,0,False
uniq8992,1,418,0,False
uniq8993,1,417,2,False
uniq8994,1,418,0,False
uniq8995,1,418,0,False
uniq8996,1,418,0,False
uniq8997,1,418,0,False
uniq8998,1,418,1,False
uniq8999,1,417,0,False
uniq9000,1,415,0,False
uniq9001,1,418,0,False
uniq9002,1,418,0,False
uniq9003,1,418,0,False
uniq9004,1,418,0,False
uniq9005,1,418,0,False
uniq9006,1,418,0,False
uniq9007,1,418,1,False
uniq9008,1,418,0,False
uniq9009,1,418,0,False
uniq9010,1,417,1,False
uniq9011,1,418,0,False
uniq9012,1,418,0,False
uniq9013,1,311,0,False
uniq9014,1,418,0,False
uniq9015,1,418,0,False
uniq9016,1,418,0,False
uniq9017,1,415,0,False
uniq9018,1,418,0,False
uniq9019,1,418,0,False
uniq9020,1,418,1,False
uniq9021,1,418,0,False
uniq9022,1,323,2,False
uniq9023,1,418,0,False
uniq9024,1,418,0,False
uniq9025,1,418,0,False
uniq9026,1,418,0,False
uniq9027,1,418,0,False
uniq9028,1,418,0,False
uniq9029,1,418,1,False
uniq9030,1,418,0,False
uniq9031,1,418,0,False
uniq9032,1,418,0,False
uniq9033,1,418,0,False
uniq9034,1,397,0,False
uniq9035,1,418,0,False
uniq9036,1,417,0,False
uniq9037,1,418,0,False
uniq9038,1,418,0,False
uniq9039,1,417,0,False
uniq9040,1,418,0,False
uniq9041,1,418,0,False
uniq9042,1,418,0,False
uniq9043,1,418,0,False
uniq9044,1,418,0,False
uniq9045,1,418,1,False
uniq9046,1,417,1,False
uniq9047,1,418,0,False
uniq9048,1,418,0,False
uniq9049,1,418,0,False
uniq9050,1,417,3,False
uniq9051,1,418,0,False
uniq9052,1,411,1,False
uniq9053,1,418,1,False
uniq9054,1,418,0,False
uniq9055,1,418,0,False
uniq9056,1,418,0,False
uniq9057,1,418,0,False
uniq9058,1,418,0,False
uniq9059,1,387,0,False
uniq9060,1,419,1,False
uniq9061,1,418,0,False
uniq9062,1,418,0,False
uniq9063,1,410,1,False
uniq9064,1,418,0,False
uniq9065,1,433,1,False
uniq9066,1,420,1,False
uniq9067,1,418,0,False
uniq9068,1,418,0,False
uniq9069,1,418,0,False
uniq9070,1,418,0,False
uniq9071,1,418,0,False
uniq9072,1,418,0,False
uniq9073,1,195,1,False
uniq9074,1,418,0,False
uniq9075,1,418,0,False
uniq9076,1,418,0,False
uniq9077,1,418,0,False
uniq9078,1,418,0,False
uniq9079,1,418,0,False
uniq9080,1,418,0,False
uniq9081,1,375,0,False
uniq9082,1,418,0,False
uniq9083,1,418,1,False
uniq9084,1,417,0,False
uniq9085,1,418,0,False
uniq9086,1,418,0,False
uniq9087,1,180,1,False
uniq9088,1,418,0,False
uniq9089,1,418,0,False
uniq9090,1,418,0,False
uniq9091,1,418,0,False
uniq9092,1,387,0,False
uniq9093,1,417,1,False
uniq9094,1,418,1,False
uniq9095,1,418,1,False
uniq9096,1,393,2,False
uniq9097,1,418,0,False
uniq9098,1,418,0,False
uniq9099,1,411,1,False
uniq9100,1,418,0,False
uniq9101,1,418,0,False
uniq9102,1,418,0,False
uniq9103,1,417,1,False
uniq9104,1,418,0,False
uniq9105,1,418,0,False
uniq9106,1,415,0,False
uniq9107,1,418,0,False
uniq9108,1,409,0,False
uniq9109,1,418,0,False
uniq9110,1,418,0,False
uniq9111,1,418,0,True
uniq9112,1,419,0,False
uniq9113,1,418,0,False
uniq9114,1,418,0,False
uniq9115,1,418,0,False
uniq9116,1,418,0,False
uniq9117,1,418,1,False
uniq9118,1,418,0,False
uniq9119,1,418,1,False
uniq9120,1,393,2,False
uniq9121,1,387,0,False
uniq9122,1,418,0,False
uniq9123,1,418,0,False
uniq9124,1,418,0,False
uniq9125,1,418,1,False
uniq9126,1,418,0,False
uniq9127,1,418,0,False
uniq9128,1,418,0,False
uniq9129,1,418,1,False
uniq9130,1,418,0,False
uniq9131,1,418,0,False
uniq9132,1,418,1,False
uniq9133,1,418,0,False
uniq9134,1,418,1,False
uniq9135,1,418,0,False
uniq9136,1,418,0,False
uniq9137,1,418,0,False
uniq9138,1,418,0,False
uniq9139,1,418,0,False
uniq9140,1,418,0,False
uniq9141,1,231,3,False
uniq9142,1,418,0,False
uniq9143,1,418,0,False
uniq9144,1,418,0,False
uniq9145,1,418,0,False
uniq9146,1,415,0,False
uniq9147,1,418,0,False
uniq9148,1,418,0,False
uniq9149,1,418,0,False
uniq9150,1,418,0,False
uniq9151,1,418,0,False
uniq9152,1,389,1,False
uniq9153,1,418,0,False
uniq9154,1,418,0,False
uniq9155,1,418,0,False
uniq9156,1,411,1,False
uniq9157,1,419,0,False
uniq9158,1,418,0,False
uniq9159,1,418,0,False
uniq9160,1,417,2,False
uniq9161,1,418,0,False
uniq9162,1,418,0,False
uniq9163,1,418,0,False
uniq9164,1,418,0,False
uniq9165,1,418,0,False
uniq9166,1,418,0,False
uniq9167,1,417,0,False
uniq9168,1,418,0,False
uniq9169,1,418,0,False
uniq9170,1,418,0,False
uniq9171,1,418,0,False
uniq9172,1,418,0,False
uniq9173,1,418,0,False
uniq9174,1,418,0,False
uniq9175,1,418,0,False
uniq9176,1,418,0,False
uniq9177,1,418,0,False
uniq9178,1,418,0,False
uniq9179,1,418,0,False
uniq9180,1,418,1,False
uniq9181,1,418,0,False
uniq9182,1,418,0,False
uniq9183,1,418,1,False
uniq9184,1,418,1,False
uniq9185,1,418,0,False
uniq9186,1,418,0,False
uniq9187,1,418,0,False
uniq9188,1,418,0,False
uniq9189,1,418,0,False
uniq9190,1,418,0,False
uniq9191,1,418,0,False
uniq9192,1,418,0,False
uniq9193,1,418,0,False
uniq9194,1,418,0,False
uniq9195,1,418,0,False
uniq9196,1,418,0,False
uniq9197,1,418,0,False
uniq9198,1,418,0,False
uniq9199,1,418,0,False
uniq9200,1,418,0,False
uniq9201,1,418,0,False
uniq9202,1,416,2,False
uniq9203,1,418,0,False
uniq9204,1,418,0,False
uniq9205,1,417,1,False
uniq9206,1,418,0,False
uniq9207,1,418,0,False
uniq9208,1,418,0,False
uniq9209,1,418,0,False
uniq9210,1,418,0,False
uniq9211,1,418,0,False
uniq9212,1,418,0,False
uniq9213,1,418,0,False
uniq9214,1,418,0,True
uniq9215,1,418,0,False
uniq9216,1,415,0,False
uniq9217,1,418,1,False
uniq9218,1,418,0,False
uniq9219,1,418,0,False
uniq9220,1,418,0,False
uniq9221,1,418,0,False
uniq9222,1,418,0,False
uniq9223,1,418,1,False
uniq9224,1,418,0,False
uniq9225,1,418,0,False
uniq9226,1,387,0,False
uniq9227,1,418,0,False
uniq9228,1,418,0,False
uniq9229,1,418,0,False
uniq9230,1,418,0,False
uniq9231,1,419,1,False
uniq9232,1,418,0,False
uniq9233,1,418,0,False
uniq9234,1,418,0,False
uniq9235,1,418,0,False
uniq9236,1,418,0,False
uniq9237,1,418,0,False
uniq9238,1,418,0,False
uniq9239,1,418,0,False
uniq9240,1,418,0,False
uniq9241,1,417,0,False
uniq9242,1,418,1,False
uniq9243,1,418,0,False
uniq9244,1,418,0,False
uniq9245,1,418,0,False
uniq9246,1,418,0,False
uniq9247,1,418,0,False
uniq9248,1,418,0,False
uniq9249,1,364,0,False
uniq9250,1,418,0,False
uniq9251,1,418,0,False
uniq9252,1,418,0,False
uniq9253,1,417,0,False
uniq9254,1,418,0,False
uniq9255,1,418,0,False
uniq9256,1,418,0,False
uniq9257,1,418,0,False
uniq9258,1,418,0,False
uniq9259,1,418,0,False
uniq9260,1,418,0,False
uniq9261,1,418,0,False
uniq9262,1,418,0,False
uniq9263,1,418,0,False
uniq9264,1,418,0,False
uniq9265,1,418,0,False
uniq9266,1,145,1,False
uniq9267,1,418,0,False
uniq9268,1,418,1,False
uniq9269,1,418,0,False
uniq9270,1,418,0,False
uniq9271,1,418,0,False
uniq9272,1,418,0,False
uniq9273,1,418,0,False
uniq9274,1,418,0,False
uniq9275,1,418,0,False
uniq9276,1,418,0,False
uniq9277,1,418,0,False
uniq9278,1,418,1,False
uniq9279,1,418,0,False
uniq9280,1,418,0,False
uniq9281,1,286,0,False
uniq9282,1,418,0,False
uniq9283,1,418,0,False
uniq9284,1,418,0,False
uniq9285,1,418,1,False
uniq9286,1,418,0,False
uniq9287,1,418,0,False
uniq9288,1,418,0,False
uniq9289,1,419,0,False
uniq9290,1,418,0,False
uniq9291,1,418,0,False
uniq9292,1,418,0,False
uniq9293,1,418,1,False
uniq9294,1,418,0,False
uniq9295,1,409,0,False
uniq9296,1,418,0,False
uniq9297,1,418,0,False
uniq9298,1,418,0,False
uniq9299,1,418,0,False
uniq9300,1,418,0,False
uniq9301,1,418,0,False
uniq9302,1,418,0,False
uniq9303,1,418,0,False
uniq9304,1,418,0,False
uniq9305,1,418,0,False
uniq9306,1,418,0,False
uniq9307,1,417,0,False
uniq9308,1,418,0,False
uniq9309,1,418,0,False
uniq9310,1,195,1,False
uniq9311,1,418,0,False
uniq9312,1,418,0,False
uniq9313,1,418,0,False
uniq9314,1,418,0,False
uniq9315,1,417,0,False
uniq9316,1,418,0,False
uniq9317,1,418,0,False
uniq9318,1,418,0,False
uniq9319,1,417,2,False
uniq9320,1,418,0,False
uniq9321,1,418,0,False
uniq9322,1,418,0,False
uniq9323,1,418,0,False
uniq9324,1,393,2,True
uniq9325,1,411,1,False
uniq9326,1,418,0,False
uniq9327,1,418,0,False
uniq9328,1,418,0,False
uniq9329,1,418,0,False
uniq9330,1,418,0,False
uniq9331,1,387,0,False
uniq9332,1,418,0,False
uniq9333,1,418,0,False
uniq9334,1,418,0,False
uniq9335,1,418,0,False
uniq9336,1,417,0,False
uniq9337,1,418,0,False
uniq9338,1,291,0,False
uniq9339,1,418,0,False
uniq9340,1,399,2,False
uniq9341,1,418,0,False
uniq9342,1,418,0,False
uniq9343,1,418,0,False
uniq9344,1,418,0,False
uniq9345,1,418,0,False
uniq9346,1,416,0,False
uniq9347,1,418,0,False
uniq9348,1,418,0,False
uniq9349,1,230,1,False
uniq9350,1,418,0,False
uniq9351,1,418,0,False
uniq9352,1,412,1,False
uniq9353,1,418,0,False
uniq9354,1,418,0,False
uniq9355,1,418,0,False
uniq9356,1,418,0,False
uniq9357,1,418,0,False
uniq9358,1,418,0,False
uniq9359,1,418,0,False
uniq9360,1,418,0,False
uniq9361,1,418,0,False
uniq9362,1,418,0,False
uniq9363,1,230,1,False
uniq9364,1,418,0,False
uniq9365,1,418,0,False
uniq9366,1,418,0,False
uniq9367,1,417,0,False
uniq9368,1,418,0,False
uniq9369,1,418,0,False
uniq9370,1,418,0,False
uniq9371,1,418,0,False
uniq9372,1,417,0,False
uniq9373,1,387,5,False
uniq9374,1,418,0,False
uniq9375,1,418,0,False
uniq9376,1,417,2,False
uniq9377,1,418,0,False
uniq9378,1,418,0,False
uniq9379,1,284,2,False
uniq9380,1,418,0,False
uniq9381,1,418,0,False
uniq9382,1,418,0,False
uniq9383,1,196,1,False
uniq9384,1,417,0,False
uniq9385,1,418,0,False
uniq9386,1,418,0,False
uniq9387,1,418,0,False
uniq9388,1,418,0,False
uniq9389,1,418,0,False
uniq9390,1,418,0,False
uniq9391,1,418,0,False
uniq9392,1,418,0,False
uniq9393,1,418,0,False
uniq9394,1,418,0,False
uniq9395,1,418,0,False
uniq9396,1,417,1,False
uniq9397,1,417,2,False
uniq9398,1,418,0,False
uniq9399,1,393,2,False
uniq9400,1,418,1,False
uniq9401,1,418,0,False
uniq9402,1,418,0,False
uniq9403,1,418,0,False
uniq9404,1,418,0,False
uniq9405,1,418,0,False
uniq9406,1,418,0,False
uniq9407,1,415,0,False
uniq9408,1,418,0,False
uniq9409,1,418,0,False
uniq9410,1,418,0,False
uniq9411,1,418,0,False
uniq9412,1,418,0,False
uniq9413,1,327,1,False
uniq9414,1,418,0,False
uniq9415,1,418,0,False
uniq9416,1,418,0,False
uniq9417,1,418,0,False
uniq9418,1,418,0,False
uniq9419,1,418,0,False
uniq9420,1,418,0,False
uniq9421,1,418,0,False
uniq9422,1,418,0,False
uniq9423,1,418,0,False
uniq9424,1,418,0,False
uniq9425,1,418,0,False
uniq9426,1,410,1,False
uniq9427,1,418,0,False
uniq9428,1,418,0,False
uniq9429,1,418,0,False
uniq9430,1,418,1,False
uniq9431,1,418,0,False
uniq9432,1,418,0,False
uniq9433,1,418,0,False
uniq9434,1,418,0,False
uniq9435,1,418,0,False
uniq9436,1,418,0,False
uniq9437,1,418,0,False
uniq9438,1,418,0,False
uniq9439,1,375,0,False
uniq9440,1,418,0,False
uniq9441,1,418,0,False
uniq9442,1,418,1,False
uniq9443,1,418,0,False
uniq9444,1,418,0,False
uniq9445,1,418,1,False
uniq9446,1,418,0,False
uniq9447,1,418,0,False
uniq9448,1,418,0,False
uniq9449,1,418,0,False
uniq9450,1,418,0,False
uniq9451,1,418,0,False
uniq9452,1,417,4,False
uniq9453,1,418,0,False
uniq9454,1,418,0,False
uniq9455,1,417,1,False
uniq9456,1,418,0,False
uniq9457,1,418,0,False
uniq9458,1,418,0,False
uniq9459,1,418,0,False
uniq9460,1,418,0,False
uniq9461,1,417,0,False
uniq9462,1,418,0,False
uniq9463,1,418,0,False
uniq9464,1,418,0,False
uniq9465,1,418,0,False
uniq9466,1,417,2,False
uniq9467,1,418,0,False
uniq9468,1,418,0,False
uniq9469,1,418,0,False
uniq9470,1,418,0,False
uniq9471,1,418,0,False
uniq9472,1,418,0,False
uniq9473,1,419,0,False
uniq9474,1,418,0,False
uniq9475,1,418,0,False
uniq9476,1,418,0,False
uniq9477,1,418,0,False
uniq9478,1,418,0,False
uniq9479,1,418,0,False
uniq9480,1,418,0,False
uniq9481,1,418,0,False
uniq9482,1,418,0,False
uniq9483,1,418,0,False
uniq9484,1,418,0,False
uniq9485,1,417,2,False
uniq9486,1,418,0,False
uniq9487,1,418,0,False
uniq9488,1,418,0,False
uniq9489,1,418,0,False
uniq9490,1,418,0,False
uniq9491,1,418,0,False
uniq9492,1,418,0,False
uniq9493,1,418,1,False
uniq9494,1,418,0,False
uniq9495,1,418,0,False
uniq9496,1,418,0,False
uniq9497,1,418,0,False
uniq9498,1,418,1,False
uniq9499,1,418,0,False
uniq9500,1,418,0,False
uniq9501,1,418,0,False
uniq9502,1,418,0,False
uniq9503,1,418,1,False
uniq9504,1,418,0,False
uniq9505,1,418,0,False
uniq9506,1,418,0,False
uniq9507,1,418,0,False
uniq9508,1,418,0,False
uniq9509,1,418,0,False
uniq9510,1,418,0,False
uniq9511,1,418,0,False
uniq9512,1,418,0,False
uniq9513,1,417,3,False
uniq9514,1,418,0,False
uniq9515,1,418,0,False
